school,meal_type,food_item,recommended_quantity
clermont elementary,Lunch,"Bread, Hamburger Bun (Bun)",1
clermont elementary,Lunch,Broccoli Florets (Cup),1
clermont elementary,Lunch,"CLPP, Grape Tomatoes (1/2 cup)",1
clermont elementary,Lunch,"Carrots, IW,   Super Snack (each)",1
clermont elementary,Lunch,"Carrots, Slims Bulk (Sub For Receiving Only) (3 baby carrots per 1/4 cup)",1
clermont elementary,Lunch,"Cheese Sauce, Frozen, Nacho (1/2 cup)",1
clermont elementary,Lunch,"Cheese, Shredded, Cheddar (Cup)",1
clermont elementary,Lunch,"Cheese, Shredded, Mozzarella (1/4 cup)",1
clermont elementary,Lunch,Cherry Vanilla Yogurt (Container),1
clermont elementary,Lunch,Chicken Eggroll (2 Egg Rolls),1
clermont elementary,Lunch,"Chicken, Bites, Korean (4 Bites w/ 1oz sauce)",1
clermont elementary,Lunch,Chilled Pineapple (1/2 cup),1
clermont elementary,Lunch,Chilled Pineapple (1/4 cup),1
clermont elementary,Lunch,Cucumber Slices (3/4 cup),1
clermont elementary,Lunch,Granola (1/4 cup),1
clermont elementary,Lunch,Korean BBQ Chickenless Bites (4 bites),1
clermont elementary,Lunch,Korean Chicken Drumstick (Drumstick),1
clermont elementary,Lunch,Mac & Cheese (2/3 cup),1
clermont elementary,Lunch,Mandarin Orange Parfait (Parfait),1
clermont elementary,Lunch,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",1
clermont elementary,Lunch,"Milk, Soy, Vanilla (24/8 oz) (each)",1
clermont elementary,Lunch,Mini Maple Pancakes (Package),1
clermont elementary,Lunch,Nachos w/Shredded Chicken and Cheese Sauce (Serving Size),1
clermont elementary,Lunch,Natural Grape Jam (Packet),1
clermont elementary,Lunch,"Nutri-Grain, Blueberry (each)",1
clermont elementary,Lunch,Orange Slices (9 slices per 3/4 cup),1
clermont elementary,Lunch,"Parfait, Triple Berry (Parfait)",1
clermont elementary,Lunch,"Pasta, Baked Penne (1 cup)",1
clermont elementary,Lunch,"Pasta, Lasagna Roll-Up, Cheese (Each)",1
clermont elementary,Lunch,"Patty, Chicken, Breaded, WG (Serving)",1
clermont elementary,Lunch,"Peppers, Green, Whole (1/2 cup)",1
clermont elementary,Lunch,"Peppers, Green, Whole (1/4 cup)",1
clermont elementary,Lunch,"Quesadilla, Cheese w/ 6 Inch Tortillas (Quesadilla)",1
clermont elementary,Lunch,"Quesadilla, Chicken & Cheese (Shred Chicken) 6 in Tortilla (Quesadilla)",1
clermont elementary,Lunch,Ranch Dressing Packet (Packet),1
clermont elementary,Lunch,"Sandwich, Turkey & Cheese on Sub Roll (sandwich)",1
clermont elementary,Lunch,Soft Beef Taco on Flour Tortilla (Taco),1
clermont elementary,Lunch,Steamed Baby Carrots (1/4 cup),1
clermont elementary,Lunch,Strawberry Parfait (Parfait),1
clermont elementary,Lunch,String Cheese (1 Stick),1
clermont elementary,Lunch,Sweet Thai Chili Chicken Bites (4 Bites w/ 1oz sauce),1
clermont elementary,Lunch,Taco Flavored Hummus (2 Each),1
clermont elementary,Lunch,Tex Mex Corn (1/4 cup),1
clermont elementary,Lunch,Tikka Masala Sauce (ounce),1
clermont elementary,Lunch,Tortilla Chips (13 chips),1
clermont elementary,Lunch,Triple Berry Parfait Power Pack (Power Pack),1
clermont elementary,Lunch,Turkey & Cheese on Sub Roll (sandwich),1
clermont elementary,Lunch,Turkey Barbacoa Tacos on Flour Tortillas (2 Tacos),1
clermont elementary,Lunch,"Waffle (Grain), Belgian, Buttery Maple, Bulk (Waffle)",1
clermont elementary,Lunch,Wheat Thins (Package),1
clermont elementary,Lunch,Whole Wheat Sliced Bread (Slice),1
coates elementary,Breakfast,Apple Juice (Each),5088
coates elementary,Breakfast,Orange Tangerine Juice (Each),2736
coates elementary,Breakfast,Mini Maple Pancakes (Package),2362
coates elementary,Breakfast,1% White Milk (Each),2282
coates elementary,Breakfast,Bagel (Bagel),1116
coates elementary,Breakfast,Honey Cheerios Cereal (Each),856
coates elementary,Breakfast,Cream Cheese (Each),855
coates elementary,Breakfast,Red Delicious Apple (Each - serving),840
coates elementary,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar (Each)",771
coates elementary,Breakfast,Cinnamon Chex Cereal (Each),717
coates elementary,Breakfast,Blueberry Chex Cereal (Each),615
coates elementary,Breakfast,Fat Free White Milk (Each),604
coates elementary,Breakfast,Banana (Each),558
coates elementary,Breakfast,String Cheese (1 Stick),545
coates elementary,Breakfast,Natural Breakfast Syrup (Each),395
coates elementary,Breakfast,Natural Grape Jam (Packet),296
coates elementary,Breakfast,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",224
coates elementary,Breakfast,Orange (6 Slices per 1/2 cup),224
coates elementary,Breakfast,Mandarin Orange Parfait (Parfait),218
coates elementary,Breakfast,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),193
coates elementary,Breakfast,Chicken & Biscuit Sandwich (Sandwich),193
coates elementary,Breakfast,Egg and American Cheese on Bagel (Sandwich),172
coates elementary,Breakfast,Turkey Sausage Breakfast Biscuit (Sandwich),165
coates elementary,Breakfast,Strawberry Parfait (Parfait),160
coates elementary,Breakfast,Egg and American Cheese on Biscuit (Sandwich),148
coates elementary,Breakfast,Chilled Peaches (1/2 cup (drained)),145
coates elementary,Breakfast,Blueberry Bread (1 square),134
coates elementary,Breakfast,Orange Slices (3 slices per 1/4 cup),117
coates elementary,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage (Sandwich)",104
coates elementary,Breakfast,Blueberry Muffin Top (Muffin Top),98
coates elementary,Breakfast,Applesauce (1/2 Cup),85
coates elementary,Breakfast,"Parfait, Triple Berry (Parfait)",85
coates elementary,Breakfast,Blueberry Bread (1oz Grain (1/64 Baked Pan)),83
coates elementary,Breakfast,Golden Delicious Apple (Each),56
coates elementary,Breakfast,Chilled Mandarin Oranges (1/2 cup (drained)),50
coates elementary,Breakfast,Biscuit (Biscuit),48
coates elementary,Breakfast,Chilled Pineapple (1/2 cup),44
coates elementary,Breakfast,1% Unflavored Shelf-Stable Milk (Each),42
coates elementary,Breakfast,Egg and American Cheese on English Muffin (Sandwich),39
coates elementary,Breakfast,Apple Cinnamon Bread (2oz Grain (1/32 Baked Pan)),37
coates elementary,Breakfast,Apple Slices (3 slices per 1/4 cup),35
coates elementary,Breakfast,Apple Cinnamon Bread (Grain for entree) (1 square),32
coates elementary,Breakfast,Bottled Water (Bottle),31
coates elementary,Breakfast,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",29
coates elementary,Breakfast,IW Applesauce Cup (Each),26
coates elementary,Breakfast,Mini Maple Waffles (Package),26
coates elementary,Breakfast,"Apple, Slices, IW - ER Supper Only (Each)",20
coates elementary,Breakfast,Assorted Craisins (Packet),20
coates elementary,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",19
coates elementary,Breakfast,"Lactose Free, White Milk (Each)",18
coates elementary,Breakfast,Strawberry Flavored Dried Cranberries (2 Eaches),18
coates elementary,Breakfast,Whole Strawberries (1/2 cup thawed),18
coates elementary,Breakfast,Fat Free Unflavored Shelf-Stable Milk (Each),17
coates elementary,Breakfast,Graham Crackers (Package),15
coates elementary,Breakfast,Orange (Each - serving),15
coates elementary,Breakfast,"Batter, Pumpkin Bread (2oz Grain (1/32Baked Pan))",13
coates elementary,Breakfast,Chicken Tenders (3 tenders),13
coates elementary,Breakfast,Orange (1/4 cup),13
coates elementary,Breakfast,Orange Slices (6 Slices per 1/2 cup),13
coates elementary,Breakfast,"Cereal, Cinnamon Toast Crunch 1 oz (Sub) (Each)",12
coates elementary,Breakfast,Natural Blackberry Jam (Packet),11
coates elementary,Breakfast,Strawberry Flavored Dried Cranberries (Each),9
coates elementary,Breakfast,"Apple Slices (3 slices, 1/4 cup)",8
coates elementary,Breakfast,Peach Parfait (Parfait),8
coates elementary,Breakfast,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),8
coates elementary,Breakfast,Granola (1/4 cup),7
coates elementary,Breakfast,Pumpkin Bread (1 square),7
coates elementary,Breakfast,Cherry Flavored Dried Cranberries (2 Eaches),6
coates elementary,Breakfast,Gala Apple (Each),6
coates elementary,Breakfast,Maple Belgian Waffle (Waffle),5
coates elementary,Breakfast,Orange Flavored Dried Cranberries (2 Eaches),5
coates elementary,Breakfast,Triple Berry Parfait Power Pack (Power Pack),5
coates elementary,Breakfast,Blueberry Parfait (Parfait),4
coates elementary,Breakfast,"Bread, English Muffin, WG (Each)",4
coates elementary,Breakfast,Chicken Tenders Sub (Sandwich),4
coates elementary,Breakfast,Chilled Peaches (1/2 cup),4
coates elementary,Breakfast,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",4
coates elementary,Breakfast,"Sandwich, Turkey & Cheese (sandwich)",4
coates elementary,Breakfast,Turkey & Cheese on Biscuit (Sandwich),4
coates elementary,Breakfast,Watermelon Flavored Dried Cranberries (2 Eaches),4
coates elementary,Breakfast,"Applesauce, IW, Cinnamon. Unsweetened, Shelf-Stable (SUB) (Each)",3
coates elementary,Breakfast,Blueberry Bread (2oz Grain (1/32 Baked Pan)),3
coates elementary,Breakfast,Strawberry Smoothie (8oz portion),3
coates elementary,Breakfast,"Waffle (Grain), Belgian, Buttery Maple, Bulk (Waffle)",3
coates elementary,Breakfast,Whole Wheat Dinner Roll (2 rolls),3
coates elementary,Breakfast,Apple Slices (6 Slices per 1/2 cup),2
coates elementary,Breakfast,Assorted  4 oz Yogurt (Container),2
coates elementary,Breakfast,"Cheese, String, Mozzarella, Low-Fat IW (SUBSTITUTION) (1 Stick)",2
coates elementary,Breakfast,Hot Turkey & Cheese (sandwich),2
coates elementary,Breakfast,Red Seedless Grapes (16 grapes per 1/2 cup),2
coates elementary,Breakfast,Roasted Sunflower Seeds (Package),2
coates elementary,Breakfast,Whole Wheat Dinner Roll (Each),2
coates elementary,Breakfast,"Apple Slices (6 Slices, 1/2 cup)",1
coates elementary,Breakfast,Assorted Cereal (Cereal Cup),1
coates elementary,Breakfast,Banana Bread (Each),1
coates elementary,Breakfast,"Bar, Lemon Blueberry (Each)",1
coates elementary,Breakfast,"Bread, Hamburger Bun (Bun)",1
coates elementary,Breakfast,"Bread, Loco (1/2 piece)",1
coates elementary,Breakfast,"Cheese, American, Sliced (3 slices)",1
coates elementary,Breakfast,Cherry Flavored Dried Cranberries (Each),1
coates elementary,Breakfast,Cherry Vanilla Yogurt (Container),1
coates elementary,Breakfast,Cinnamon Waffle (each),1
coates elementary,Breakfast,Fat Free Chocolate Milk (Each),1
coates elementary,Breakfast,Ketchup Packet (Packet),1
coates elementary,Breakfast,Manager's Vegetable Choice (1/2 cup),1
coates elementary,Breakfast,"Milk, Soy, Vanilla (24/8 oz) (each)",1
coates elementary,Breakfast,"Nutri-Grain, Apple Cinnamon (each)",1
coates elementary,Breakfast,Orange Flavored Dried Cranberries (Each),1
coates elementary,Breakfast,Peach Yogurt Power Pack (Power Packs),1
coates elementary,Breakfast,Pineapple Parfait (Parfait),1
coates elementary,Breakfast,Raspberry Lemonade Flavored Dried Cranberries (Each),1
coates elementary,Breakfast,Strawberry Banana Yogurt (each),1
coates elementary,Breakfast,Watermelon Flavored Dried Cranberries (Each),1
coates elementary,Lunch,Fat Free Chocolate Milk (Each),7695
coates elementary,Lunch,Lettuce Blend Salad Mix (1/2 cup),4887
coates elementary,Lunch,Ketchup Packet (Packet),4595
coates elementary,Lunch,Apple Slices (3 slices per 1/4 cup),2725
coates elementary,Lunch,Ranch Dressing (1 ounce),2705
coates elementary,Lunch,PB&J Power Pack (Power Packs),2158
coates elementary,Lunch,Orange Slices (3 slices per 1/4 cup),2039
coates elementary,Lunch,Chicken Tenders (3 tenders),1877
coates elementary,Lunch,1% White Milk (Each),1839
coates elementary,Lunch,Manager's Vegetable Choice (1/4 cup),1729
coates elementary,Lunch,Banana (Each),1677
coates elementary,Lunch,Chocolate Chip Cookie (Cookie),1615
coates elementary,Lunch,Orange (1/4 cup),1491
coates elementary,Lunch,Cheese Pizza (Slice),1484
coates elementary,Lunch,Red Seedless Grapes (16 grapes per 1/2 cup),1455
coates elementary,Lunch,Mayonnaise Packet (Packet),1391
coates elementary,Lunch,Red Delicious Apple (Each - serving),1385
coates elementary,Lunch,Red Seedless Grapes (8 grapes per 1/4 cup),1218
coates elementary,Lunch,Baby Carrots (3 baby carrots per 1/4 cup),1115
coates elementary,Lunch,Turkey Pepperoni Pizza (Slice),984
coates elementary,Lunch,Italian Dressing (1 ounce),978
coates elementary,Lunch,Cucumber Slices (1/4 cup),924
coates elementary,Lunch,Baked Cheese Sticks (2 Cheese Sticks),904
coates elementary,Lunch,Chilled Mandarin Oranges (1/2 cup (drained)),798
coates elementary,Lunch,Golden Delicious Apple (Each),711
coates elementary,Lunch,Spicy Breaded Chicken Patty on Bun (Sandwich),690
coates elementary,Lunch,Fat Free White Milk (Each),677
coates elementary,Lunch,Whole Wheat Dinner Roll (2 rolls),675
coates elementary,Lunch,Broccoli Florets (1/4 cup),674
coates elementary,Lunch,Bottled Water (Bottle),662
coates elementary,Lunch,Mustard Packet (Packet),649
coates elementary,Lunch,Soft Pretzel (1 pretzel),606
coates elementary,Lunch,Chilled Mandarin Oranges (1/4 cup (drained)),558
coates elementary,Lunch,Chocolate Chip Cookie (1/2 Cookie),554
coates elementary,Lunch,Cooked  Brown Rice (1/2 cup cooked),553
coates elementary,Lunch,Cherry Tomatoes (1/4 cup),550
coates elementary,Lunch,Chickpeas (1/4 cup),532
coates elementary,Lunch,Strawberry Flavored Dried Cranberries (Each),499
coates elementary,Lunch,Marinara Sauce (1/2 cup),492
coates elementary,Lunch,Cherry Flavored Dried Cranberries (Each),490
coates elementary,Lunch,Watermelon Flavored Dried Cranberries (Each),474
coates elementary,Lunch,Cooked  Brown Rice (1 cup cooked),463
coates elementary,Lunch,Cheeseburger (Sandwich),444
coates elementary,Lunch,Potato Wedges (7 pieces),418
coates elementary,Lunch,Baby Carrots (6 Baby Carrots per 1/2 cup),400
coates elementary,Lunch,Chickenless Bites (4 Bites),392
coates elementary,Lunch,Corn (1/4 cup (thawed)),382
coates elementary,Lunch,Cheez-Its Crackers (Package),361
coates elementary,Lunch,Nachos with Cheese Sauce (Serving),345
coates elementary,Lunch,"Apple Slices (3 slices, 1/4 cup)",343
coates elementary,Lunch,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),343
coates elementary,Lunch,Strawberry & Banana Yogurt Power Pack (Power Packs),341
coates elementary,Lunch,Blueberry Bread (1 square),313
coates elementary,Lunch,Whole Wheat Dinner Roll (Each),310
coates elementary,Lunch,Apple Juice (Each),303
coates elementary,Lunch,Corn (1/2 cup (cooked)),297
coates elementary,Lunch,Grape Tomatoes (1/4 cup),294
coates elementary,Lunch,Gala Apple (Each),290
coates elementary,Lunch,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),290
coates elementary,Lunch,Asian Veggie Sub (sandwich),286
coates elementary,Lunch,Orange Chicken (4 Bites w/ 1oz sauce),266
coates elementary,Lunch,Celery Sticks (1/2 cup),262
coates elementary,Lunch,Beef Meatball Sub Sandwich (Sandwich),261
coates elementary,Lunch,Smartfood RF White Cheddar Popcorn (Each),253
coates elementary,Lunch,"Peppers, red, pre-sliced (1/2 cup sliced)",239
coates elementary,Lunch,Chilled Peaches (1/2 cup (drained)),232
coates elementary,Lunch,Chickenless Bites (2 Bites),229
coates elementary,Lunch,Orange Flavored Dried Cranberries (Each),229
coates elementary,Lunch,"Bread, Loco (flatbread)",228
coates elementary,Lunch,"Salsa, Mild Canned (1.5 oz)",228
coates elementary,Lunch,Chilled Peaches (1/4 cup (drained)),224
coates elementary,Lunch,Asian Meatball Sub (sandwich),216
coates elementary,Lunch,"Bread, Loco (1/2 piece)",216
coates elementary,Lunch,Whole Strawberries (1/2 cup thawed),216
coates elementary,Lunch,Marinara Sauce (1/4 Cup),209
coates elementary,Lunch,Black Beans (1/4 Cup),202
coates elementary,Lunch,Roasted Plantains (6 Slices),200
coates elementary,Lunch,Peach Yogurt Power Pack (Power Packs),198
coates elementary,Lunch,Raspberry Lemonade Flavored Dried Cranberries (Each),197
coates elementary,Lunch,"Fruit Snacks, Welch's Mixed (Each)",195
coates elementary,Lunch,Cherry Vanilla Yogurt Power Pack (Power Packs),194
coates elementary,Lunch,Cheese Quesadilla (Quesadilla),192
coates elementary,Lunch,Apple Slices (6 Slices per 1/2 cup),191
coates elementary,Lunch,Lettuce Blend Salad Mix (1 cup),185
coates elementary,Lunch,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",183
coates elementary,Lunch,Grilled Cheese Sandwich (Sandwich),180
coates elementary,Lunch,Pasta with Meat Sauce (serving),175
coates elementary,Lunch,Orange Tangerine Juice (Each),168
coates elementary,Lunch,Steamed Broccoli (1/2 cup),168
coates elementary,Lunch,Spicy Chicken Wrap (Wrap),167
coates elementary,Lunch,Chicken Masala Drumstick (Drumstick),163
coates elementary,Lunch,IW Applesauce Cup (Each),163
coates elementary,Lunch,Orange Sauce (ounce),161
coates elementary,Lunch,Tex Mex Corn (1/2 cup),161
coates elementary,Lunch,Bean and Cheese Pupusa (Pupusa),160
coates elementary,Lunch,Graham Crackers (Package),159
coates elementary,Lunch,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",159
coates elementary,Lunch,Orange Slices (6 Slices per 1/2 cup),157
coates elementary,Lunch,Black Beans (1/2 Cup),154
coates elementary,Lunch,Alfredo & Basil Lasagna (Each),153
coates elementary,Lunch,Chicken & Vegetable Dumplings (6 dumplings),143
coates elementary,Lunch,"Cheese, Shredded, Cheddar (1/4 cup)",137
coates elementary,Lunch,Cucumber Slices (6 Slices per 1/2 cup),137
coates elementary,Lunch,Orange Chickenless Bites (4 bites),134
coates elementary,Lunch,Applesauce (1/2 Cup),131
coates elementary,Lunch,Doritos Flamas (Each),121
coates elementary,Lunch,RF Kettle Chips Jalapeno & Cheddar Chips (Each),121
coates elementary,Lunch,RF Kettle Chips Sea Salt & Vinegar Chips (Each),120
coates elementary,Lunch,"Sauce, Spicy Mayo (tbsp)",116
coates elementary,Lunch,Sour Cream (2 Tablespoons),114
coates elementary,Lunch,Fish Tacos (2 Tacos),113
coates elementary,Lunch,Steamed Baby Carrots (1/2 cup),108
coates elementary,Lunch,Chickpeas - salad bar entree (1/2 cup),106
coates elementary,Lunch,SS Baked Cheetos Flaming Hot (Each),102
coates elementary,Lunch,Orange (6 Slices per 1/2 cup),101
coates elementary,Lunch,Potato Wedges (4 pieces),101
coates elementary,Lunch,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",94
coates elementary,Lunch,"Peppers, green, pre-sliced (1/2 cup sliced)",91
coates elementary,Lunch,"WG 10"" Flour Tortilla (Tortilla)",90
coates elementary,Lunch,Orange (Each - serving),88
coates elementary,Lunch,Vegetable Dumpling (6 dumplings),88
coates elementary,Lunch,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",84
coates elementary,Lunch,Doritos RF Spicy Sweet Chili (Each),81
coates elementary,Lunch,Manager's Vegetable Choice (1/2 cup),79
coates elementary,Lunch,Mandarin Orange Pepper Fruit Salsa (1 TBSP),78
coates elementary,Lunch,Black Beans - salad bar entree (1/2 cup),76
coates elementary,Lunch,Kettle Cooked Smoky BBQ Chips (Each),73
coates elementary,Lunch,Kellogg’s W/G Rice Krispies Treats (Each),70
coates elementary,Lunch,Strawberry Chex Mix (Package),70
coates elementary,Lunch,Sub Roll (Sub Roll),68
coates elementary,Lunch,"Patty, Chicken, Breaded, WG (2 strips)",65
coates elementary,Lunch,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),65
coates elementary,Lunch,Doritos RF Nacho Cheese (Each),64
coates elementary,Lunch,Original Flavored Dried Cranberries (Package),62
coates elementary,Lunch,BBQ Chicken Drumstick (Drumstick),61
coates elementary,Lunch,"Onions, Red, Whole (2 Tablespoons (sliced))",59
coates elementary,Lunch,Roasted Plantains (3 Slices),59
coates elementary,Lunch,SS Baked Cheetos Flaming Limon (Each),59
coates elementary,Lunch,Broccoli Florets (6 Pieces per 1/2 cup),57
coates elementary,Lunch,Chickpeas (1/2 cup),56
coates elementary,Lunch,Corn (2 Tablespoons (thawed)),56
coates elementary,Lunch,"Patty, Chicken, Spicy, Breaded (2 strips)",56
coates elementary,Lunch,SS Cheetos Fantastix Flaming Hot (Each),55
coates elementary,Lunch,WG Chocolate Chip Rice Krispy Treats (Each),55
coates elementary,Lunch,Lay's RF Kettle Original Chips (Each),53
coates elementary,Lunch,Turkey Pepperoni Pizza (1.37 oz),53
coates elementary,Lunch,Cool Ranch Reduced Fat Doritos (Each),50
coates elementary,Lunch,Grape Tomatoes (6 Tomatoes per 1/2 cup),49
coates elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),47
coates elementary,Lunch,Nachos with Taco Meat and Cheese Sauce (Serving Size),47
coates elementary,Lunch,Chana Masala (1/2 cup),45
coates elementary,Lunch,Cherry Flavored Dried Cranberries (2 Eaches),45
coates elementary,Lunch,Cucumbers (1/2 cup sliced),45
coates elementary,Lunch,Hot Turkey & Cheese (sandwich),44
coates elementary,Lunch,Strawberry Parfait Power Pack (Power Pack),43
coates elementary,Lunch,Assorted  4 oz Yogurt (Container),41
coates elementary,Lunch,WG Baked Funyuns (Each),41
coates elementary,Lunch,Orange Flavored Dried Cranberries (2 Eaches),40
coates elementary,Lunch,Cucumber Slices (2 Tablespoon),39
coates elementary,Lunch,Vegan Burger (Sandwich),39
coates elementary,Lunch,"Apple, Slices, IW - ER Supper Only (Each)",37
coates elementary,Lunch,"Peppers, Green, Whole (2 Tablespoon)",37
coates elementary,Lunch,String Cheese (Each),37
coates elementary,Lunch,Natural Breakfast Syrup (Each),35
coates elementary,Lunch,Fresh Whole Pear (Each),34
coates elementary,Lunch,"Sandwich, Turkey & Cheese (sandwich)",34
coates elementary,Lunch,"Peppers, Red, Whole (2 Tablespoons)",33
coates elementary,Lunch,Watermelon Flavored Dried Cranberries (2 Eaches),33
coates elementary,Lunch,Fish  Sandwich (Sandwich),32
coates elementary,Lunch,"Carrots, Shredded (Cup)",31
coates elementary,Lunch,Strawberry Flavored Dried Cranberries (2 Eaches),31
coates elementary,Lunch,Chicken and Cheese Quesadilla (Quesadilla),28
coates elementary,Lunch,Sweet Thai Chili Sauce (ounce),28
coates elementary,Lunch,Cherry Tomatoes (6 Tomatoes per 1/2 cup),27
coates elementary,Lunch,"Turkey,  Breast, Pre-Sliced, Oven Roasted (3 Slices)",26
coates elementary,Lunch,BBQ Chicken Sandwich (Sandwich),25
coates elementary,Lunch,"Chicken, Bites (4 Bites)",25
coates elementary,Lunch,"Dough, Cookie, Double Chocolate, WG (1/2 Cookie)",25
coates elementary,Lunch,Hamburger (Sandwich),25
coates elementary,Lunch,Sweet Thai Chili Chicken Wings (3 Wings),24
coates elementary,Lunch,"Tomato, Large, whole, Plum (1/4 cup sliced)",24
coates elementary,Lunch,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",23
coates elementary,Lunch,Apple Cinnamon Spread (Each),21
coates elementary,Lunch,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),20
coates elementary,Lunch,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),20
coates elementary,Lunch,Chicken Quesadilla (quesadilla),20
coates elementary,Lunch,"Peppers, red, pre-sliced (1/4 cup sliced)",20
coates elementary,Lunch,Apple Cinnamon Bread (Grain for entree) (1 square),19
coates elementary,Lunch,Applesauce (1/4 cup),18
coates elementary,Lunch,Chickpeas (2 Tablespoons),18
coates elementary,Lunch,"Frozen, Blueberries (1/2 cup)",18
coates elementary,Lunch,Nachos with Black Beans and Cheese Sauce (Serving),18
coates elementary,Lunch,"Patty, Chicken, Spicy, Breaded (Patty)",18
coates elementary,Lunch,Chicken Tikka Masala (1/2 cup),17
coates elementary,Lunch,Chilled Peaches (1/2 cup),17
coates elementary,Lunch,Potstickers (6 Potstickers),17
coates elementary,Lunch,Red Seedless Grapes (2 Tablespoons),17
coates elementary,Lunch,Breaded  Chicken Patty on a Bun (Sandwich),15
coates elementary,Lunch,"Carrots, IW,   Super Snack (2 each)",15
coates elementary,Lunch,"Green Beans, Frozen (1/2 cup)",15
coates elementary,Lunch,"Lactose Free, White Milk (Each)",15
coates elementary,Lunch,"Peppers, green, pre-sliced (1/4 cup sliced)",15
coates elementary,Lunch,Fat Free Unflavored Shelf-Stable Milk (Each),14
coates elementary,Lunch,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),14
coates elementary,Lunch,Carrot and Celery Sticks (1/2 cup),13
coates elementary,Lunch,Celery Sticks (1/4 cup),13
coates elementary,Lunch,Cheddar Chex Mix (Package),13
coates elementary,Lunch,Chicken Tenders Sub (Sandwich),13
coates elementary,Lunch,Corn (1/2 cup (thawed)),13
coates elementary,Lunch,"Apple Slices (6 Slices, 1/2 cup)",12
coates elementary,Lunch,Broccoli Alfredo Pasta (1 cup),12
coates elementary,Lunch,"Chicken, Wings, Pre-Cooked (3 Wings)",12
coates elementary,Lunch,Flour Tortilla (Tortilla),12
coates elementary,Lunch,IW Heartzels Pretzels (Package),12
coates elementary,Lunch,Orange Slices (Each),12
coates elementary,Lunch,Assorted Craisins (Packet),11
coates elementary,Lunch,"Onions, Red, Whole (1/4 cup (sliced))",11
coates elementary,Lunch,Potato Encrusted Breaded Pollock (Fillet),11
coates elementary,Lunch,"Salsa, Mild Canned (2 Tablespoons)",11
coates elementary,Lunch,Tomato Soup (8 oz Ladle),11
coates elementary,Lunch,Black Beans (2 Tablespoons),10
coates elementary,Lunch,Cucumber Slices (1/2 cup),10
coates elementary,Lunch,"Lettuce, Green Salad Mix (1 cup)",10
coates elementary,Lunch,Pineapple Pepper Fruit Salsa (1 TBSP),10
coates elementary,Lunch,Whole Strawberries (1/4 cup thawed),10
coates elementary,Lunch,Black Beans (1/2 cup),9
coates elementary,Lunch,Blueberry Bread (1oz Grain (1/64 Baked Pan)),9
coates elementary,Lunch,"Chicken, Bites, Breaded (4 Bites)",9
coates elementary,Lunch,Maple Belgian Waffle (Waffle),9
coates elementary,Lunch,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",9
coates elementary,Lunch,"Peppers, Red, Whole (1/4 cup)",9
coates elementary,Lunch,Roasted Sunflower Seeds (Package),9
coates elementary,Lunch,"Taco, Turkey Barbacoa, Loco Bread (2 Tacos)",9
coates elementary,Lunch,Vanilla Sugar Cookie (1/2 Cookie),9
coates elementary,Lunch,Chicken Alfredo Pasta (heaping 1 cup ( #4 scoop)),8
coates elementary,Lunch,Creamy Cabbage Slaw (1/4 cup),8
coates elementary,Lunch,"Frozen Berry, Triple Berry Blend (1/4 cup (thawed))",8
coates elementary,Lunch,"Peanut Butter and Jelly Sandwich, IW (Each)",8
coates elementary,Lunch,Pumpkin Bread (1 square),8
coates elementary,Lunch,Tomato & Basil Lasagna (Each),8
coates elementary,Lunch,Yellow Peach (Each),8
coates elementary,Lunch,"Applesauce, IW, Cinnamon. Unsweetened, Shelf-Stable (SUB) (Each)",7
coates elementary,Lunch,Chicken Philly Sandwich (each),7
coates elementary,Lunch,Sweet N' Salty Popcorn (Bag),7
coates elementary,Lunch,"Beef, Taco Meat, Pre-Cooked (1/2 cup (#8 scoop))",6
coates elementary,Lunch,"Bread, English Muffin, WG (Each)",6
coates elementary,Lunch,"Calzone, Cheese (Each)",6
coates elementary,Lunch,Chicken Alfredo Pasta (1 cup),6
coates elementary,Lunch,Corn (1/4 cup (cooked)),6
coates elementary,Lunch,Nachos with Cheese Sauce (serving size),6
